scenario,scenario_label,city,name_en,climate_zone,province,grid_region,elec_price_eff,carbon_uplift_cny_kwh,d4_lcoe,d4_pbt,d4_npv_positive,D1_score,D2_score,D3_score,D4_score,D5_score,fdsi,rank,suitability
carbon_pricing,Carbon Price 100 CNY/tCO₂,zhengzhou,Zhengzhou,,河南,华中,0.6126,0.0526,0.2076,3.79,True,0.44995189490929205,0.5276996568660433,0.41853877829487574,0.4695746636013022,0.4826007326007326,0.46448447765002454,27,Medium
aggressive,Aggressive Policy Package,beijing,Beijing,,北京,华北,0.6767,0.0884,0.1024,1.66,True,0.5159765012563882,0.6936024580053376,0.7147420668762132,0.9087449143075772,0.9038461538461537,0.7511770812044001,7,High
aggressive,Aggressive Policy Package,changchun,Changchun,,吉林,东北,0.7044,0.0844,0.1035,1.61,True,0.38172223686358686,0.4317235192536276,0.6833126223370126,0.9109452982752202,0.9072039072039071,0.6858712782151708,19,High
aggressive,Aggressive Policy Package,changsha,Changsha,,湖南,华中,0.7406,0.0526,0.1197,1.77,True,0.4481456520967013,0.6729740518962076,0.612976454439869,0.8591062504056597,0.8501221001221,0.6876736557466482,17,High
aggressive,Aggressive Policy Package,chengdu,Chengdu,,四川,华中,0.6546,0.0526,0.1272,2.14,True,0.24578838326602448,0.37507636412568124,0.20843485782510168,0.8072941041836759,0.7982295482295482,0.49513981330987134,38,Medium
aggressive,Aggressive Policy Package,chongqing,Chongqing,,重庆,华中,0.6746,0.0526,0.1467,2.4,True,0.0,0.4404480925788872,0.027243589743589595,0.7385599676155405,0.7274114774114774,0.37577555785840555,39,Low
aggressive,Aggressive Policy Package,dalian,Dalian,,辽宁,东北,0.6844,0.0844,0.0997,1.6,True,0.5029614589206254,0.585311175402005,0.40409438122852753,0.920517587699371,0.9157509157509156,0.6715146932048929,22,High
aggressive,Aggressive Policy Package,fuzhou,Fuzhou,,福建,华东,0.7883,0.0703,0.1177,1.64,True,0.38179071218814503,0.45505348852856087,0.12358779431950165,0.8758676848869107,0.8693528693528692,0.5465125878625519,35,High
aggressive,Aggressive Policy Package,guangzhou,Guangzhou,,广东,南方,0.8227,0.0427,0.1111,1.48,True,0.5969910776883411,0.7049124223463186,0.6394982050469855,0.9058984637878204,0.8989621489621489,0.7518322970654923,6,High
aggressive,Aggressive Policy Package,guiyang,Guiyang,,贵州,南方,0.6107,0.0427,0.1364,2.47,True,0.13059873265806635,0.9252842629348046,0.23833128253859964,0.755379475494734,0.7435897435897435,0.5141785420229077,37,High
aggressive,Aggressive Policy Package,haikou,Haikou,,海南,南方,0.7407,0.0427,0.0974,1.44,True,0.7059027938409963,0.7837071923568593,0.3366856720515256,0.9407800794580727,0.9386446886446885,0.7339959072896273,13,High
aggressive,Aggressive Policy Package,hangzhou,Hangzhou,,浙江,华东,0.7084,0.0703,0.1283,1.99,True,0.3929512200800065,0.5720899773486734,0.34594216758850893,0.8188929843919203,0.8107448107448105,0.5866047480727995,34,High
aggressive,Aggressive Policy Package,harbin,Harbin,,黑龙江,东北,0.6944,0.0844,0.1105,1.75,True,0.31686128572140626,0.7723918455224383,0.6627412221924418,0.8818855407487369,0.8772893772893773,0.6919558384906674,16,High
aggressive,Aggressive Policy Package,hefei,Hefei,,安徽,华东,0.7314,0.0703,0.1122,1.68,True,0.4430489822792396,0.6632187310771716,0.3289926536877757,0.8846026071539594,0.8785103785103785,0.6337700532497541,30,High
aggressive,Aggressive Policy Package,hohhot,Hohhot,,内蒙古,华北,0.6844,0.0884,0.0942,1.51,True,0.5232770662207202,0.7678037184058848,0.5399635933172517,0.9414705550792019,0.9377289377289376,0.7366259141715858,12,High
aggressive,Aggressive Policy Package,jinan,Jinan,,山东,华北,0.7354,0.0884,0.1021,1.52,True,0.5113506599209605,0.5290031173607841,0.7186675113504382,0.9225843174496896,0.9188034188034186,0.7389504234701678,10,High
aggressive,Aggressive Policy Package,kunming,Kunming,,云南,南方,0.5927,0.0427,0.099,1.83,True,0.6219377942304932,0.6387849021059006,0.7172243406999503,0.9004912326249517,0.8959096459096458,0.7658569976156699,4,High
aggressive,Aggressive Policy Package,lanzhou,Lanzhou,,甘肃,西北,0.6427,0.0667,0.0909,1.55,True,0.6607172501109544,0.5627464172778041,0.546088565905639,0.945207749040935,0.9426129426129426,0.7478344538633726,8,High
aggressive,Aggressive Policy Package,lhasa,Lhasa,,西藏,西藏,0.48,0.012,0.0734,1.68,True,1.0,0.45892036152414273,0.6362179487179487,0.9727443609022557,0.9725274725274724,0.8454576221267345,1,High
aggressive,Aggressive Policy Package,nanchang,Nanchang,,江西,华中,0.7526,0.0526,0.1107,1.61,True,0.482812163760563,0.5495382269169526,0.35832561747195896,0.8945890965487321,0.8901098901098901,0.6414152809981916,28,High
aggressive,Aggressive Policy Package,nanjing,Nanjing,,江苏,华东,0.7284,0.0703,0.1123,1.69,True,0.5269679212840439,0.5258431451703335,0.6535212754724951,0.8834355880614757,0.8785103785103785,0.7099351866011574,14,High
aggressive,Aggressive Policy Package,nanning,Nanning,,广西,南方,0.7607,0.0427,0.1178,1.7,True,0.49256847607072063,0.6703918006683263,0.31045428149086685,0.8700014176741262,0.8638583638583638,0.6351169357078508,29,High
aggressive,Aggressive Policy Package,ningbo,Ningbo,,浙江,华东,0.7084,0.0703,0.1152,1.78,True,0.40480416669029506,0.5730094866446882,0.2926042453481478,0.8683890268606546,0.8629426129426129,0.5999704140811266,33,High
aggressive,Aggressive Policy Package,qingdao,Qingdao,,山东,华北,0.7354,0.0884,0.0966,1.44,True,0.5690354089880337,0.3403036623382449,0.33858265718021807,0.9425974352054602,0.9407814407814407,0.6547438507200516,26,High
aggressive,Aggressive Policy Package,shanghai,Shanghai,,上海,华东,0.7873,0.0703,0.1095,1.52,True,0.486947642082008,0.26010406153984167,0.3610144936364449,0.9057737767863547,0.8995726495726495,0.6147576484709127,31,High
aggressive,Aggressive Policy Package,shenyang,Shenyang,,辽宁,东北,0.7144,0.0844,0.1049,1.61,True,0.40964750690722534,0.6199452779833592,0.4800052589686735,0.907764925717292,0.9029304029304028,0.6658859494669914,23,High
aggressive,Aggressive Policy Package,shenzhen,Shenzhen,,广东,南方,0.8227,0.0427,0.1071,1.42,True,0.6389794945615207,0.3970073336473121,0.6595558912632083,0.920624340269119,0.915140415140415,0.7380886231402163,11,High
aggressive,Aggressive Policy Package,shijiazhuang,Shijiazhuang,,河北,华北,0.6994,0.0884,0.0987,1.54,True,0.5178325354867381,0.9183520599250936,0.5465230907304077,0.9284283801279665,0.9233821733821734,0.7476549836329235,9,High
aggressive,Aggressive Policy Package,suzhou,Suzhou,,江苏,华东,0.7284,0.0703,0.118,1.78,True,0.44268342985192854,0.2606741573033708,0.13151381139186,0.8620282817447982,0.8543956043956044,0.5336894215653362,36,High
aggressive,Aggressive Policy Package,taiyuan,Taiyuan,,山西,华北,0.6404,0.0884,0.1025,1.76,True,0.5376362604488854,0.5447428738029559,0.39701203268276436,0.8991192485985524,0.8946886446886446,0.6638806073637962,24,High
aggressive,Aggressive Policy Package,tangshan,Tangshan,,河北,华北,0.6994,0.0884,0.1024,1.6,True,0.4840514649108172,0.40158783556482547,0.4716274579079456,0.9143840120519381,0.9093406593406592,0.6590057766822732,25,High
aggressive,Aggressive Policy Package,tianjin,Tianjin,,天津,华北,0.6784,0.0884,0.1008,1.63,True,0.5308234021603491,0.5627872345197247,0.3960170926634341,0.9151991746745328,0.9117826617826617,0.6715351952720039,21,High
aggressive,Aggressive Policy Package,urumqi,Urumqi,,新疆,西北,0.5667,0.0667,0.0958,1.86,True,0.4122277365282615,0.46115275067841843,0.2801817085353669,0.9049411067423214,0.9026251526251525,0.6033199106911818,32,High
aggressive,Aggressive Policy Package,wuhan,Wuhan,,湖北,华中,0.7106,0.0526,0.1096,1.69,True,0.448751886671659,0.5534122765704547,0.6664179316618342,0.8895691637089087,0.8849206349206349,0.70114238206923,15,High
aggressive,Aggressive Policy Package,wuxi,Wuxi,,江苏,华东,0.7284,0.0703,0.1073,1.61,True,0.5492704322399466,0.6399031151180784,0.37287407714236986,0.9023128584751292,0.8968253968253967,0.6728238116042242,20,High
aggressive,Aggressive Policy Package,xiamen,Xiamen,,福建,华东,0.7883,0.0703,0.1004,1.39,True,0.685929212467359,0.5386310525017382,0.7258965627868066,0.9386642435256702,0.9337606837606838,0.7875500433015492,2,High
aggressive,Aggressive Policy Package,xian,Xian,,陕西,西北,0.6647,0.0667,0.1028,1.7,True,0.4793679302976859,0.21660678642714568,0.71359940872136,0.9040768379376428,0.9001831501831501,0.6873650106819869,18,High
aggressive,Aggressive Policy Package,xining,Xining,,青海,西北,0.5547,0.0667,0.0902,1.78,True,0.6815910465882917,0.6475511897553208,0.5768317048804853,0.9251813939665154,0.9227716727716727,0.760240457713787,5,High
aggressive,Aggressive Policy Package,yinchuan,Yinchuan,,宁夏,西北,0.6067,0.0667,0.0901,1.63,True,0.611738253985925,0.7982210859180516,0.6235700275334422,0.9395063077958412,0.9374236874236874,0.7783709211828136,3,High
aggressive,Aggressive Policy Package,zhengzhou,Zhengzhou,,河南,华中,0.7126,0.0526,0.1038,1.6,True,0.44995189490929205,0.5276996568660433,0.41853877829487574,0.9112036394940098,0.9072039072039071,0.6525442094609997,27,High
